GEOID,Census_Tract,NAME,LOWEST_QUINTILE,SECOND_QUINTILE,THIRD_QUINTILE,FOURTH_QUINTILE,HIGHEST_QUINTILE,TOP5_QUINTILE
1400000US53053940010,53053940010,"Census Tract 9400.10, Pierce County, Washington",22853,43616,60601,83542,143130,227192
1400000US53053940011,53053940011,"Census Tract 9400.11, Pierce County, Washington",32289,81829,121293,166502,300595,513426
1400000US53055960100,53055960100,"Census Tract 9601, San Juan County, Washington",12858,34198,55734,93648,239494,493290
1400000US53055960300,53055960300,"Census Tract 9603, San Juan County, Washington",19224,51526,82290,123913,318058,616605
1400000US53055960400,53055960400,"Census Tract 9604, San Juan County, Washington",15405,36059,57840,83365,194356,373506
1400000US53055960500,53055960500,"Census Tract 9605, San Juan County, Washington",14400,39006,62101,91563,229291,452624
1400000US53055990100,53055990100,"Census Tract 9901, San Juan County, Washington",-,-,-,-,-,-
1400000US53057940200,53057940200,"Census Tract 9402, Skagit County, Washington",21677,48530,76257,112369,248315,433801
1400000US53057940300,53057940300,"Census Tract 9403, Skagit County, Washington",24922,57213,87871,132013,306159,590130
1400000US53057940400,53057940400,"Census Tract 9404, Skagit County, Washington",23936,53981,84208,124051,266118,488263
1400000US53057940500,53057940500,"Census Tract 9405, Skagit County, Washington",10854,29210,50148,81885,139544,185712
1400000US53057940600,53057940600,"Census Tract 9406, Skagit County, Washington",11275,29257,52928,87065,218481,434822
1400000US53057940700,53057940700,"Census Tract 9407, Skagit County, Washington",18637,39255,62517,95973,193217,285312
1400000US53057940800,53057940800,"Census Tract 9408, Skagit County, Washington",18113,43594,66360,102107,213846,377363
1400000US53057950100,53057950100,"Census Tract 9501, Skagit County, Washington",13008,34169,53557,84729,161426,219172
1400000US53057950800,53057950800,"Census Tract 9508, Skagit County, Washington",26713,52414,78337,103644,234724,459878
1400000US53057950900,53057950900,"Census Tract 9509, Skagit County, Washington",22027,45421,66670,97538,212993,393951
1400000US53057951000,53057951000,"Census Tract 9510, Skagit County, Washington",17435,40141,65859,92728,164121,243777
1400000US53057951100,53057951100,"Census Tract 9511, Skagit County, Washington",9790,29865,48401,72363,137172,188602
1400000US53057951200,53057951200,"Census Tract 9512, Skagit County, Washington",19739,50997,87164,116675,215260,296128
1400000US53057951300,53057951300,"Census Tract 9513, Skagit County, Washington",19620,45325,74724,103413,167886,253685
1400000US53057951400,53057951400,"Census Tract 9514, Skagit County, Washington",19721,41975,61676,85260,189027,342262
1400000US53057951500,53057951500,"Census Tract 9515, Skagit County, Washington",17319,42701,62781,84664,148475,202888
1400000US53057951600,53057951600,"Census Tract 9516, Skagit County, Washington",16642,45703,72454,107088,203766,300365
1400000US53057951700,53057951700,"Census Tract 9517, Skagit County, Washington",12579,34372,53771,82402,143879,184673
1400000US53057951800,53057951800,"Census Tract 9518, Skagit County, Washington",7460,27940,48850,69137,133250,202434
1400000US53057951900,53057951900,"Census Tract 9519, Skagit County, Washington",32111,70604,93764,135630,338131,603250
1400000US53057952100,53057952100,"Census Tract 9521, Skagit County, Washington",15329,39036,67305,91345,186924,293017
1400000US53057952200,53057952200,"Census Tract 9522, Skagit County, Washington",10477,24322,40900,66339,126289,215742
1400000US53057952301,53057952301,"Census Tract 9523.01, Skagit County, Washington",11601,29628,47011,71834,138952,217520
1400000US53057952302,53057952302,"Census Tract 9523.02, Skagit County, Washington",20094,49539,74784,105781,174450,252061
1400000US53057952401,53057952401,"Census Tract 9524.01, Skagit County, Washington",14602,36848,60154,94248,158948,218855
1400000US53057952402,53057952402,"Census Tract 9524.02, Skagit County, Washington",23397,49370,77923,107865,190850,310711
1400000US53057952500,53057952500,"Census Tract 9525, Skagit County, Washington",11538,23756,49520,74366,184518,414162
1400000US53057952600,53057952600,"Census Tract 9526, Skagit County, Washington",22169,47610,73240,98954,182983,278932
1400000US53057952700,53057952700,"Census Tract 9527, Skagit County, Washington",24997,54814,80304,119682,265281,577223
1400000US53057990100,53057990100,"Census Tract 9901, Skagit County, Washington",null,null,null,null,null,null
1400000US53059950100,53059950100,"Census Tract 9501, Skamania County, Washington",null,null,null,null,null,null
1400000US53059950200,53059950200,"Census Tract 9502, Skamania County, Washington",19509,47373,71370,103244,196499,331747
1400000US53059950300,53059950300,"Census Tract 9503, Skamania County, Washington",11337,30400,55238,85564,138888,173826
1400000US53059950400,53059950400,"Census Tract 9504, Skamania County, Washington",14449,36964,62628,95417,171749,266471
1400000US53059950500,53059950500,"Census Tract 9505, Skamania County, Washington",10859,32160,61588,101829,136211,177259
1400000US53061040100,53061040100,"Census Tract 401, Snohomish County, Washington",28138,62278,91525,126331,304992,542966
1400000US53061040200,53061040200,"Census Tract 402, Snohomish County, Washington",9567,21421,39956,66727,130361,192169
1400000US53061040300,53061040300,"Census Tract 403, Snohomish County, Washington",22270,49269,72998,114152,187952,236435
1400000US53061040400,53061040400,"Census Tract 404, Snohomish County, Washington",17391,39739,56090,83686,147434,202355
1400000US53061040500,53061040500,"Census Tract 405, Snohomish County, Washington",14459,42567,63002,94005,158616,214001
1400000US53061040700,53061040700,"Census Tract 407, Snohomish County, Washington",4504,13782,32822,60542,132551,260728
1400000US53061040800,53061040800,"Census Tract 408, Snohomish County, Washington",15226,30492,51686,76981,164234,294117
1400000US53061040900,53061040900,"Census Tract 409, Snohomish County, Washington",21525,50746,83737,134673,233511,312790
1400000US53061041000,53061041000,"Census Tract 410, Snohomish County, Washington",15193,40203,73220,107404,200395,316299
1400000US53061041100,53061041100,"Census Tract 411, Snohomish County, Washington",18357,46347,68125,94776,190840,327703
1400000US53061041201,53061041201,"Census Tract 412.01, Snohomish County, Washington",25658,53547,76574,111795,188629,236147
1400000US53061041202,53061041202,"Census Tract 412.02, Snohomish County, Washington",13589,35024,60997,85935,153269,261245
1400000US53061041301,53061041301,"Census Tract 413.01, Snohomish County, Washington",33891,67055,109096,160731,282602,453210
1400000US53061041303,53061041303,"Census Tract 413.03, Snohomish County, Washington",17963,48890,85878,114606,214957,322026
1400000US53061041304,53061041304,"Census Tract 413.04, Snohomish County, Washington",34099,76897,129211,176526,354585,618380
1400000US53061041400,53061041400,"Census Tract 414, Snohomish County, Washington",20773,39295,65857,101111,158892,225074
1400000US53061041500,53061041500,"Census Tract 415, Snohomish County, Washington",11742,51782,76670,104918,181941,249083
1400000US53061041601,53061041601,"Census Tract 416.01, Snohomish County, Washington",27840,62875,101170,134576,221070,281277
1400000US53061041605,53061041605,"Census Tract 416.05, Snohomish County, Washington",29263,65676,98412,125803,271687,583456
1400000US53061041606,53061041606,"Census Tract 416.06, Snohomish County, Washington",18536,52210,84628,116174,183067,228935
1400000US53061041607,53061041607,"Census Tract 416.07, Snohomish County, Washington",64056,104617,140820,188610,271629,358613
1400000US53061041608,53061041608,"Census Tract 416.08, Snohomish County, Washington",50015,93928,122288,148340,248724,378352
1400000US53061041701,53061041701,"Census Tract 417.01, Snohomish County, Washington",17758,42103,70259,105784,226138,408971
1400000US53061041703,53061041703,"Census Tract 417.03, Snohomish County, Washington",32241,69666,100732,150246,288863,510514
1400000US53061041704,53061041704,"Census Tract 417.04, Snohomish County, Washington",23148,55941,93730,131137,230060,342906
1400000US53061041805,53061041805,"Census Tract 418.05, Snohomish County, Washington",17354,32486,53408,85379,151614,216546
1400000US53061041806,53061041806,"Census Tract 418.06, Snohomish County, Washington",16311,40608,64607,87414,169813,254982
1400000US53061041808,53061041808,"Census Tract 418.08, Snohomish County, Washington",14818,40404,59600,82037,130421,183083
1400000US53061041809,53061041809,"Census Tract 418.09, Snohomish County, Washington",18662,40734,57724,80715,134324,175310
1400000US53061041810,53061041810,"Census Tract 418.10, Snohomish County, Washington",15162,42375,58199,76602,140834,209056
1400000US53061041811,53061041811,"Census Tract 418.11, Snohomish County, Washington",25777,58102,84902,123113,212426,292755
1400000US53061041812,53061041812,"Census Tract 418.12, Snohomish County, Washington",13052,33415,56056,87864,180162,289563
1400000US53061041901,53061041901,"Census Tract 419.01, Snohomish County, Washington",18517,42764,68109,101623,174112,251653
1400000US53061041903,53061041903,"Census Tract 419.03, Snohomish County, Washington",13756,33343,50650,71106,128408,190746
1400000US53061041904,53061041904,"Census Tract 419.04, Snohomish County, Washington",14530,34252,48927,66672,136845,253828
1400000US53061041905,53061041905,"Census Tract 419.05, Snohomish County, Washington",25349,45354,62900,94462,152823,220533
1400000US53061042001,53061042001,"Census Tract 420.01, Snohomish County, Washington",32142,77433,118430,192315,344056,506687
1400000US53061042003,53061042003,"Census Tract 420.03, Snohomish County, Washington",43655,82497,116086,166949,342554,645234
1400000US53061042004,53061042004,"Census Tract 420.04, Snohomish County, Washington",27171,66148,94191,129441,191651,258761
1400000US53061042005,53061042005,"Census Tract 420.05, Snohomish County, Washington",49304,110472,157503,218071,412311,674023
1400000US53061042006,53061042006,"Census Tract 420.06, Snohomish County, Washington",25867,61845,82059,111064,207934,359414
1400000US53061050101,53061050101,"Census Tract 501.01, Snohomish County, Washington",36213,86858,118115,150818,235083,353932
1400000US53061050102,53061050102,"Census Tract 501.02, Snohomish County, Washington",20102,51020,76265,100182,171293,241197
1400000US53061050200,53061050200,"Census Tract 502, Snohomish County, Washington",33615,77970,114643,181443,340890,522553
1400000US53061050300,53061050300,"Census Tract 503, Snohomish County, Washington",37993,73023,115200,162247,321418,468677
1400000US53061050401,53061050401,"Census Tract 504.01, Snohomish County, Washington",30499,66152,96173,148621,355500,652327
1400000US53061050402,53061050402,"Census Tract 504.02, Snohomish County, Washington",28017,57508,88390,150078,316259,481078
1400000US53061050500,53061050500,"Census Tract 505, Snohomish County, Washington",19630,50003,77673,123364,282571,437912
1400000US53061050600,53061050600,"Census Tract 506, Snohomish County, Washington",39318,117101,198056,310156,670188,1077918
1400000US53061050700,53061050700,"Census Tract 507, Snohomish County, Washington",31053,60860,94535,128093,195523,270845
1400000US53061050800,53061050800,"Census Tract 508, Snohomish County, Washington",32017,63690,87941,114453,187715,255998
1400000US53061050900,53061050900,"Census Tract 509, Snohomish County, Washington",25928,50714,69508,99975,175821,275440
1400000US53061051000,53061051000,"Census Tract 510, Snohomish County, Washington",20068,49555,72834,104611,203060,326385
1400000US53061051100,53061051100,"Census Tract 511, Snohomish County, Washington",22341,48353,71085,97865,148103,178221
1400000US53061051200,53061051200,"Census Tract 512, Snohomish County, Washington",18789,53191,80471,112576,188103,252090
1400000US53061051300,53061051300,"Census Tract 513, Snohomish County, Washington",31409,58248,76115,106534,210095,334975
1400000US53061051400,53061051400,"Census Tract 514, Snohomish County, Washington",11683,28401,51910,75449,141744,201045
1400000US53061051500,53061051500,"Census Tract 515, Snohomish County, Washington",13178,36461,62303,99523,217604,307490
1400000US53061051601,53061051601,"Census Tract 516.01, Snohomish County, Washington",12254,42559,80432,116263,212389,363612
1400000US53061051602,53061051602,"Census Tract 516.02, Snohomish County, Washington",27484,49991,76360,110393,178757,239555
1400000US53061051701,53061051701,"Census Tract 517.01, Snohomish County, Washington",10557,27867,60930,102651,176259,245258
1400000US53061051702,53061051702,"Census Tract 517.02, Snohomish County, Washington",15439,39240,67280,105755,158552,216328
1400000US53061051802,53061051802,"Census Tract 518.02, Snohomish County, Washington",23358,58308,92740,117102,183885,272867
1400000US53061051803,53061051803,"Census Tract 518.03, Snohomish County, Washington",14329,38447,59808,78177,122734,180732
1400000US53061051804,53061051804,"Census Tract 518.04, Snohomish County, Washington",28745,56025,83145,115367,184278,242153
1400000US53061051905,53061051905,"Census Tract 519.05, Snohomish County, Washington",21908,58800,90187,133683,263235,451830
1400000US53061051912,53061051912,"Census Tract 519.12, Snohomish County, Washington",32641,79734,123814,191073,329965,457736
1400000US53061051913,53061051913,"Census Tract 519.13, Snohomish County, Washington",45972,94150,129131,171484,298504,474227
1400000US53061051914,53061051914,"Census Tract 519.14, Snohomish County, Washington",32723,80289,122885,170316,279225,432039
1400000US53061051915,53061051915,"Census Tract 519.15, Snohomish County, Washington",37017,81017,117636,153551,251390,423502
1400000US53061051916,53061051916,"Census Tract 519.16, Snohomish County, Washington",37464,86494,119472,152397,228876,308776
1400000US53061051917,53061051917,"Census Tract 519.17, Snohomish County, Washington",34031,72283,116105,162990,283829,464569
1400000US53061051918,53061051918,"Census Tract 519.18, Snohomish County, Washington",28055,65141,105886,159466,374987,707716
1400000US53061051921,53061051921,"Census Tract 519.21, Snohomish County, Washington",28731,62259,93924,129971,225827,351411
1400000US53061051922,53061051922,"Census Tract 519.22, Snohomish County, Washington",33484,93433,133264,172505,255230,365090
1400000US53061051923,53061051923,"Census Tract 519.23, Snohomish County, Washington",35838,73290,107193,148012,244155,359145
1400000US53061051924,53061051924,"Census Tract 519.24, Snohomish County, Washington",30792,65273,94750,127782,232914,321396
1400000US53061051925,53061051925,"Census Tract 519.25, Snohomish County, Washington",28126,78557,133062,184958,309706,439587
1400000US53061051926,53061051926,"Census Tract 519.26, Snohomish County, Washington",29711,87739,131616,192936,340642,506952
1400000US53061051927,53061051927,"Census Tract 519.27, Snohomish County, Washington",45479,93187,124394,162085,264502,372920
1400000US53061051928,53061051928,"Census Tract 519.28, Snohomish County, Washington",22779,43127,65303,100072,184830,258233
1400000US53061052003,53061052003,"Census Tract 520.03, Snohomish County, Washington",54374,102387,138009,171788,286912,422553
1400000US53061052004,53061052004,"Census Tract 520.04, Snohomish County, Washington",40462,90385,124369,161291,290619,504122
1400000US53061052005,53061052005,"Census Tract 520.05, Snohomish County, Washington",35226,62490,89467,151915,266494,399385
1400000US53061052006,53061052006,"Census Tract 520.06, Snohomish County, Washington",47204,89161,124836,175648,336627,576073
1400000US53061052007,53061052007,"Census Tract 520.07, Snohomish County, Washington",46198,99422,133184,159880,266928,425037
1400000US53061052104,53061052104,"Census Tract 521.04, Snohomish County, Washington",34321,73854,103462,134455,257574,438394
1400000US53061052105,53061052105,"Census Tract 521.05, Snohomish County, Washington",23057,70432,128230,177954,340105,596255
1400000US53061052107,53061052107,"Census Tract 521.07, Snohomish County, Washington",31729,81332,138939,182026,277363,401073
1400000US53061052108,53061052108,"Census Tract 521.08, Snohomish County, Washington",33973,92252,133556,172341,262983,389655
1400000US53061052112,53061052112,"Census Tract 521.12, Snohomish County, Washington",35212,73324,109558,167359,280115,414107
1400000US53061052113,53061052113,"Census Tract 521.13, Snohomish County, Washington",45897,90180,126441,181838,272317,325362
1400000US53061052114,53061052114,"Census Tract 521.14, Snohomish County, Washington",49695,103746,141890,191959,290441,413782
1400000US53061052115,53061052115,"Census Tract 521.15, Snohomish County, Washington",49747,97848,132029,174076,253299,339619
1400000US53061052118,53061052118,"Census Tract 521.18, Snohomish County, Washington",41164,88003,124230,164922,283519,426199
1400000US53061052203,53061052203,"Census Tract 522.03, Snohomish County, Washington",39184,84326,112331,169167,285276,419371
1400000US53061052204,53061052204,"Census Tract 522.04, Snohomish County, Washington",44102,76052,106342,135113,200316,281793
1400000US53061052206,53061052206,"Census Tract 522.06, Snohomish County, Washington",30704,76954,122670,180133,300834,450518
1400000US53061052207,53061052207,"Census Tract 522.07, Snohomish County, Washington",27745,67635,103342,142470,249294,359357
1400000US53061052208,53061052208,"Census Tract 522.08, Snohomish County, Washington",16657,39535,60908,81211,135222,198513
1400000US53061052209,53061052209,"Census Tract 522.09, Snohomish County, Washington",14212,44441,70137,96886,159035,239256
1400000US53061052301,53061052301,"Census Tract 523.01, Snohomish County, Washington",27676,69198,119378,166770,316391,513274
1400000US53061052302,53061052302,"Census Tract 523.02, Snohomish County, Washington",19579,70888,113404,157759,314834,510629
1400000US53061052401,53061052401,"Census Tract 524.01, Snohomish County, Washington",19840,49774,74465,110870,167120,216057
1400000US53061052402,53061052402,"Census Tract 524.02, Snohomish County, Washington",12050,35018,55374,91613,174905,237180
1400000US53061052502,53061052502,"Census Tract 525.02, Snohomish County, Washington",27302,65308,101270,144745,229116,308258
1400000US53061052503,53061052503,"Census Tract 525.03, Snohomish County, Washington",46012,78244,97861,124086,179411,213671
1400000US53061052504,53061052504,"Census Tract 525.04, Snohomish County, Washington",26287,59927,93780,128009,191453,256775
1400000US53061052603,53061052603,"Census Tract 526.03, Snohomish County, Washington",25653,58524,90818,134820,242400,395117
1400000US53061052604,53061052604,"Census Tract 526.04, Snohomish County, Washington",19171,55193,80628,113346,229589,401813
1400000US53061052605,53061052605,"Census Tract 526.05, Snohomish County, Washington",29298,65946,94799,129349,237204,373794
1400000US53061052606,53061052606,"Census Tract 526.06, Snohomish County, Washington",18628,60818,97485,134229,204506,256212
1400000US53061052607,53061052607,"Census Tract 526.07, Snohomish County, Washington",45783,88137,113061,154913,237690,324651
1400000US53061052701,53061052701,"Census Tract 527.01, Snohomish County, Washington",37457,76408,102103,136934,204746,262105
1400000US53061052705,53061052705,"Census Tract 527.05, Snohomish County, Washington",32333,78163,108562,132958,212038,285529
1400000US53061052706,53061052706,"Census Tract 527.06, Snohomish County, Washington",30237,68541,96782,118027,186824,266454
1400000US53061052707,53061052707,"Census Tract 527.07, Snohomish County, Washington",52004,82281,110621,144687,226268,301636
1400000US53061052708,53061052708,"Census Tract 527.08, Snohomish County, Washington",40350,79411,104586,134757,211602,310944
1400000US53061052709,53061052709,"Census Tract 527.09, Snohomish County, Washington",31069,63728,93836,131307,291255,447467
1400000US53061052803,53061052803,"Census Tract 528.03, Snohomish County, Washington",26124,62101,87925,110773,177283,221212
1400000US53061052804,53061052804,"Census Tract 528.04, Snohomish County, Washington",16795,49903,80716,118081,196396,305719
1400000US53061052805,53061052805,"Census Tract 528.05, Snohomish County, Washington",18921,43727,68898,99678,170610,226012
1400000US53061052806,53061052806,"Census Tract 528.06, Snohomish County, Washington",23972,62528,90439,115819,182294,251279
1400000US53061052903,53061052903,"Census Tract 529.03, Snohomish County, Washington",11163,33268,49392,71359,143401,220160
1400000US53061052904,53061052904,"Census Tract 529.04, Snohomish County, Washington",19551,40206,69720,95859,141301,172706
1400000US53061052905,53061052905,"Census Tract 529.05, Snohomish County, Washington",11199,24784,45188,68401,121282,180838
1400000US53061052906,53061052906,"Census Tract 529.06, Snohomish County, Washington",19670,49383,79773,104755,187060,294240
1400000US53061053101,53061053101,"Census Tract 531.01, Snohomish County, Washington",17688,47595,76801,103462,216405,388038
1400000US53061053102,53061053102,"Census Tract 531.02, Snohomish County, Washington",25342,51931,69618,110033,229824,405623
1400000US53061053201,53061053201,"Census Tract 532.01, Snohomish County, Washington",19845,48252,79520,114722,203688,307333
1400000US53061053202,53061053202,"Census Tract 532.02, Snohomish County, Washington",33311,73658,103229,142831,280222,486589
1400000US53061053301,53061053301,"Census Tract 533.01, Snohomish County, Washington",14424,42510,73814,105303,209856,334972
1400000US53061053302,53061053302,"Census Tract 533.02, Snohomish County, Washington",25090,61505,93038,132823,245609,365407
1400000US53061053400,53061053400,"Census Tract 534, Snohomish County, Washington",33106,62868,99178,132556,235594,337706
1400000US53061053504,53061053504,"Census Tract 535.04, Snohomish County, Washington",18114,43552,65852,100464,171564,248159
1400000US53061053505,53061053505,"Census Tract 535.05, Snohomish County, Washington",29249,67325,99186,135694,284103,540368
1400000US53061053506,53061053506,"Census Tract 535.06, Snohomish County, Washington",29099,64598,89511,124210,246998,413959
1400000US53061053507,53061053507,"Census Tract 535.07, Snohomish County, Washington",34591,78534,110218,142636,208691,305551
1400000US53061053508,53061053508,"Census Tract 535.08, Snohomish County, Washington",30681,65189,95946,124542,177041,249314
1400000US53061053509,53061053509,"Census Tract 535.09, Snohomish County, Washington",17063,41716,65212,93014,144634,193688
1400000US53061053602,53061053602,"Census Tract 536.02, Snohomish County, Washington",14601,51081,87424,121103,219534,266360
1400000US53061053603,53061053603,"Census Tract 536.03, Snohomish County, Washington",29922,70304,104090,143109,286919,469284
1400000US53061053604,53061053604,"Census Tract 536.04, Snohomish County, Washington",20750,49392,75398,108679,201490,277008
1400000US53061053700,53061053700,"Census Tract 537, Snohomish County, Washington",12874,31675,56176,89527,134498,163371
1400000US53061053801,53061053801,"Census Tract 538.01, Snohomish County, Washington",20198,53479,85144,122962,210234,298751
1400000US53061053802,53061053802,"Census Tract 538.02, Snohomish County, Washington",21109,55030,80508,107422,233487,432347
1400000US53061053803,53061053803,"Census Tract 538.03, Snohomish County, Washington",19826,45056,69744,94073,162369,255403
1400000US53061940001,53061940001,"Census Tract 9400.01, Snohomish County, Washington",23856,56166,84015,121717,219656,325417
1400000US53061940002,53061940002,"Census Tract 9400.02, Snohomish County, Washington",20105,48855,79619,119340,200675,272276
1400000US53061990002,53061990002,"Census Tract 9900.02, Snohomish County, Washington",-,-,-,-,-,-
1400000US53061990100,53061990100,"Census Tract 9901, Snohomish County, Washington",-,-,-,-,-,-
1400000US53063000200,53063000200,"Census Tract 2, Spokane County, Washington",8987,19777,36078,52642,106397,187566
1400000US53063000300,53063000300,"Census Tract 3, Spokane County, Washington",10852,24716,38714,51298,166211,446381
1400000US53063000400,53063000400,"Census Tract 4, Spokane County, Washington",10491,26379,37510,57910,95054,125765
1400000US53063000500,53063000500,"Census Tract 5, Spokane County, Washington",17846,37626,53642,74891,177006,413098
1400000US53063000600,53063000600,"Census Tract 6, Spokane County, Washington",19354,42613,60105,80036,139633,194294
1400000US53063000700,53063000700,"Census Tract 7, Spokane County, Washington",13134,34343,47730,70129,170009,296160
1400000US53063000800,53063000800,"Census Tract 8, Spokane County, Washington",21362,49937,74216,106716,167656,246180
1400000US53063000900,53063000900,"Census Tract 9, Spokane County, Washington",14475,41468,59438,77827,131651,199048
1400000US53063001000,53063001000,"Census Tract 10, Spokane County, Washington",23122,42509,66529,91903,168014,267169
1400000US53063001100,53063001100,"Census Tract 11, Spokane County, Washington",25323,43044,61702,84996,137576,190519
1400000US53063001200,53063001200,"Census Tract 12, Spokane County, Washington",14388,32188,45954,65591,130819,229463
1400000US53063001300,53063001300,"Census Tract 13, Spokane County, Washington",11631,27765,45567,63229,112378,158093
1400000US53063001400,53063001400,"Census Tract 14, Spokane County, Washington",14205,30756,40787,55143,102343,148329
1400000US53063001500,53063001500,"Census Tract 15, Spokane County, Washington",19676,37300,52503,64802,104182,149578
1400000US53063001600,53063001600,"Census Tract 16, Spokane County, Washington",7895,19124,33330,57037,107403,147539
1400000US53063001800,53063001800,"Census Tract 18, Spokane County, Washington",9347,23738,39145,62702,107287,146928
1400000US53063001900,53063001900,"Census Tract 19, Spokane County, Washington",10928,33481,47060,69978,117224,153414
1400000US53063002000,53063002000,"Census Tract 20, Spokane County, Washington",7458,24290,34394,58537,102398,142581
1400000US53063002100,53063002100,"Census Tract 21, Spokane County, Washington",15516,30502,54166,72621,159617,359050
1400000US53063002300,53063002300,"Census Tract 23, Spokane County, Washington",9564,26761,49946,77025,140082,212350
1400000US53063002400,53063002400,"Census Tract 24, Spokane County, Washington",4316,13685,28202,53689,112678,214244
1400000US53063002500,53063002500,"Census Tract 25, Spokane County, Washington",6263,18575,36327,55372,101290,177810
1400000US53063002600,53063002600,"Census Tract 26, Spokane County, Washington",null,null,null,null,null,null
1400000US53063002900,53063002900,"Census Tract 29, Spokane County, Washington",17563,43473,64159,88206,165636,259723
1400000US53063003000,53063003000,"Census Tract 30, Spokane County, Washington",8743,24184,39741,60647,107684,165902
1400000US53063003100,53063003100,"Census Tract 31, Spokane County, Washington",10545,25720,45375,72986,133936,200292
1400000US53063003200,53063003200,"Census Tract 32, Spokane County, Washington",8582,26667,39397,58195,108499,156173
1400000US53063003500,53063003500,"Census Tract 35, Spokane County, Washington",4653,10244,15654,29757,118209,228075
1400000US53063003600,53063003600,"Census Tract 36, Spokane County, Washington",7021,15074,33047,59408,218573,514383
1400000US53063003800,53063003800,"Census Tract 38, Spokane County, Washington",12706,30693,49392,71816,151151,248251
1400000US53063003900,53063003900,"Census Tract 39, Spokane County, Washington",9876,26061,45340,83210,315460,709569
1400000US53063004000,53063004000,"Census Tract 40, Spokane County, Washington",5842,23526,39257,58422,143454,224745
1400000US53063004100,53063004100,"Census Tract 41, Spokane County, Washington",13148,25375,50963,98215,261229,535994
1400000US53063004200,53063004200,"Census Tract 42, Spokane County, Washington",27550,61686,98710,143868,303878,509922
1400000US53063004300,53063004300,"Census Tract 43, Spokane County, Washington",20581,54160,91152,145561,328127,574610
1400000US53063004400,53063004400,"Census Tract 44, Spokane County, Washington",19228,38201,56038,88333,179673,286983
1400000US53063004500,53063004500,"Census Tract 45, Spokane County, Washington",23155,58674,90690,144210,394824,762954
1400000US53063004601,53063004601,"Census Tract 46.01, Spokane County, Washington",11564,30007,51525,81146,157174,222267
1400000US53063004602,53063004602,"Census Tract 46.02, Spokane County, Washington",17447,54836,78036,100362,151753,208435
1400000US53063004700,53063004700,"Census Tract 47, Spokane County, Washington",15099,38919,62612,95922,160261,223289
1400000US53063004800,53063004800,"Census Tract 48, Spokane County, Washington",13916,36542,61307,99841,203938,296743
1400000US53063004900,53063004900,"Census Tract 49, Spokane County, Washington",21175,51100,83577,120159,282911,537424
1400000US53063005000,53063005000,"Census Tract 50, Spokane County, Washington",12259,31738,56036,92034,272255,505195
1400000US53063010100,53063010100,"Census Tract 101, Spokane County, Washington",26472,50049,75630,117743,211795,333446
1400000US53063010201,53063010201,"Census Tract 102.01, Spokane County, Washington",23214,43902,68968,104170,185841,303822
1400000US53063010202,53063010202,"Census Tract 102.02, Spokane County, Washington",31396,61519,89555,132082,258549,391242
1400000US53063010301,53063010301,"Census Tract 103.01, Spokane County, Washington",15648,36524,52590,72222,143238,262289
1400000US53063010303,53063010303,"Census Tract 103.03, Spokane County, Washington",24413,55978,74680,107916,193871,276290
1400000US53063010304,53063010304,"Census Tract 103.04, Spokane County, Washington",13942,32762,60034,89782,136097,183406
1400000US53063010305,53063010305,"Census Tract 103.05, Spokane County, Washington",22974,61763,88673,120492,217757,355413
1400000US53063010401,53063010401,"Census Tract 104.01, Spokane County, Washington",10387,29742,49334,71354,127347,197727
1400000US53063010402,53063010402,"Census Tract 104.02, Spokane County, Washington",13625,40271,71381,103749,184848,289709
1400000US53063010501,53063010501,"Census Tract 105.01, Spokane County, Washington",16137,35782,63102,93249,177954,297197
1400000US53063010503,53063010503,"Census Tract 105.03, Spokane County, Washington",30215,66097,98422,137818,266208,477563
1400000US53063010504,53063010504,"Census Tract 105.04, Spokane County, Washington",17338,42753,74184,99169,176917,250554
1400000US53063010601,53063010601,"Census Tract 106.01, Spokane County, Washington",23781,53462,74957,98842,154015,192081
1400000US53063010602,53063010602,"Census Tract 106.02, Spokane County, Washington",24935,54344,75935,102860,211446,379442
1400000US53063010700,53063010700,"Census Tract 107, Spokane County, Washington",29325,72392,107740,152409,311742,560444
1400000US53063010800,53063010800,"Census Tract 108, Spokane County, Washington",6987,19850,36608,64233,215495,541971
1400000US53063010900,53063010900,"Census Tract 109, Spokane County, Washington",21131,42311,61151,84352,146907,210876
1400000US53063011000,53063011000,"Census Tract 110, Spokane County, Washington",14901,36339,58706,84291,132648,194030
1400000US53063011101,53063011101,"Census Tract 111.01, Spokane County, Washington",10173,20595,30904,47541,105335,164503
1400000US53063011102,53063011102,"Census Tract 111.02, Spokane County, Washington",11834,28012,41731,64185,125413,175779
1400000US53063011201,53063011201,"Census Tract 112.01, Spokane County, Washington",11791,27527,39334,60276,110136,168197
1400000US53063011202,53063011202,"Census Tract 112.02, Spokane County, Washington",18939,35254,57033,98900,259164,555281
1400000US53063011300,53063011300,"Census Tract 113, Spokane County, Washington",20884,48119,78882,112767,239287,447234
1400000US53063011400,53063011400,"Census Tract 114, Spokane County, Washington",13520,33005,51656,84817,176219,291575
1400000US53063011500,53063011500,"Census Tract 115, Spokane County, Washington",18796,35767,53550,85265,199859,405164
1400000US53063011600,53063011600,"Census Tract 116, Spokane County, Washington",14428,39200,57708,78232,165226,310308
1400000US53063011701,53063011701,"Census Tract 117.01, Spokane County, Washington",6549,25367,47572,70513,101653,135555
