GEOID,Census_Tract,NAME,LOWEST_QUINTILE,SECOND_QUINTILE,THIRD_QUINTILE,FOURTH_QUINTILE,HIGHEST_QUINTILE,TOP5_QUINTILE
1400000US53035091500,53035091500,"Census Tract 915, Kitsap County, Washington",23328,56233,84263,113323,174773,241431
1400000US53035091600,53035091600,"Census Tract 916, Kitsap County, Washington",21943,44337,65276,90016,145408,191538
1400000US53035091700,53035091700,"Census Tract 917, Kitsap County, Washington",23068,56289,81178,109409,187646,260059
1400000US53035091800,53035091800,"Census Tract 918, Kitsap County, Washington",34103,53250,73769,101492,188631,266620
1400000US53035091900,53035091900,"Census Tract 919, Kitsap County, Washington",22806,51353,70917,92854,145450,217457
1400000US53035092000,53035092000,"Census Tract 920, Kitsap County, Washington",20834,51408,78055,107695,174876,238617
1400000US53035092100,53035092100,"Census Tract 921, Kitsap County, Washington",28263,58993,84223,116915,183596,253993
1400000US53035092200,53035092200,"Census Tract 922, Kitsap County, Washington",10964,31671,51020,85014,145216,224919
1400000US53035092300,53035092300,"Census Tract 923, Kitsap County, Washington",14530,39507,66662,90810,142508,198160
1400000US53035092400,53035092400,"Census Tract 924, Kitsap County, Washington",19006,41551,58969,84543,177648,341670
1400000US53035092500,53035092500,"Census Tract 925, Kitsap County, Washington",15977,44521,74840,106234,177743,289932
1400000US53035092600,53035092600,"Census Tract 926, Kitsap County, Washington",17078,54725,82747,116853,233426,422677
1400000US53035092701,53035092701,"Census Tract 927.01, Kitsap County, Washington",31203,58854,89371,126782,206546,290109
1400000US53035092704,53035092704,"Census Tract 927.04, Kitsap County, Washington",30102,58651,93012,137698,294054,542865
1400000US53035092801,53035092801,"Census Tract 928.01, Kitsap County, Washington",30065,59993,80287,111083,186952,293939
1400000US53035092802,53035092802,"Census Tract 928.02, Kitsap County, Washington",18716,57241,85255,123443,216322,280791
1400000US53035092803,53035092803,"Census Tract 928.03, Kitsap County, Washington",14466,46767,76348,107506,185650,213259
1400000US53035092901,53035092901,"Census Tract 929.01, Kitsap County, Washington",23370,55680,86157,111346,196217,316070
1400000US53035092902,53035092902,"Census Tract 929.02, Kitsap County, Washington",18121,43641,68528,106493,172943,249695
1400000US53035940000,53035940000,"Census Tract 9400, Kitsap County, Washington",20472,48876,75730,107396,197627,330224
1400000US53035940100,53035940100,"Census Tract 9401, Kitsap County, Washington",22607,51245,76370,108917,230216,384723
1400000US53035990100,53035990100,"Census Tract 9901, Kitsap County, Washington",-,-,-,-,-,-
1400000US53037975100,53037975100,"Census Tract 9751, Kittitas County, Washington",13780,32754,55356,89534,204937,345482
1400000US53037975200,53037975200,"Census Tract 9752, Kittitas County, Washington",18724,47526,70642,103337,207708,379828
1400000US53037975300,53037975300,"Census Tract 9753, Kittitas County, Washington",22941,60270,88459,117522,200657,301801
1400000US53037975401,53037975401,"Census Tract 9754.01, Kittitas County, Washington",4115,12467,29013,54887,130062,221170
1400000US53037975402,53037975402,"Census Tract 9754.02, Kittitas County, Washington",8706,25064,51766,77953,137208,192195
1400000US53037975500,53037975500,"Census Tract 9755, Kittitas County, Washington",13859,31574,50521,74360,116949,149663
1400000US53037975600,53037975600,"Census Tract 9756, Kittitas County, Washington",6426,18525,37817,55255,114361,181014
1400000US53037975700,53037975700,"Census Tract 9757, Kittitas County, Washington",19206,42669,63005,88669,191067,302904
1400000US53039950100,53039950100,"Census Tract 9501, Klickitat County, Washington",8309,26526,48424,76001,166897,311519
1400000US53039950200,53039950200,"Census Tract 9502, Klickitat County, Washington",14317,32952,51564,78713,137927,171236
1400000US53039950300,53039950300,"Census Tract 9503, Klickitat County, Washington",18171,39586,65139,97578,203741,340165
1400000US53041970100,53041970100,"Census Tract 9701, Lewis County, Washington",17646,42752,75293,112977,182810,236449
1400000US53041970200,53041970200,"Census Tract 9702, Lewis County, Washington",14688,36828,57364,89780,161652,225571
1400000US53041970300,53041970300,"Census Tract 9703, Lewis County, Washington",10114,22824,47139,74746,124556,194819
1400000US53041970400,53041970400,"Census Tract 9704, Lewis County, Washington",10727,33278,49175,75098,147254,259398
1400000US53041970500,53041970500,"Census Tract 9705, Lewis County, Washington",13882,33377,53617,79375,154241,256065
1400000US53041970600,53041970600,"Census Tract 9706, Lewis County, Washington",12201,23621,42853,69241,148372,269358
1400000US53041970700,53041970700,"Census Tract 9707, Lewis County, Washington",16269,31557,45380,62278,135394,233849
1400000US53041970800,53041970800,"Census Tract 9708, Lewis County, Washington",12698,30346,52718,92470,206727,373329
1400000US53041970900,53041970900,"Census Tract 9709, Lewis County, Washington",10961,21263,37028,61253,111538,177885
1400000US53041971000,53041971000,"Census Tract 9710, Lewis County, Washington",11612,35372,55941,88897,130473,165846
1400000US53041971100,53041971100,"Census Tract 9711, Lewis County, Washington",14685,45449,77731,107984,162898,234844
1400000US53041971200,53041971200,"Census Tract 9712, Lewis County, Washington",14832,36087,57804,85352,143064,177232
1400000US53041971300,53041971300,"Census Tract 9713, Lewis County, Washington",13696,35967,55469,84679,208411,434337
1400000US53041971400,53041971400,"Census Tract 9714, Lewis County, Washington",21540,43820,73704,105654,197491,304291
1400000US53041971500,53041971500,"Census Tract 9715, Lewis County, Washington",15463,40279,63224,89853,150302,230487
1400000US53041971600,53041971600,"Census Tract 9716, Lewis County, Washington",15566,34575,58590,89845,167008,273601
1400000US53041971700,53041971700,"Census Tract 9717, Lewis County, Washington",15559,30362,51617,79613,146662,227017
1400000US53041971800,53041971800,"Census Tract 9718, Lewis County, Washington",14103,34660,56020,73392,131083,208316
1400000US53041971900,53041971900,"Census Tract 9719, Lewis County, Washington",10842,24710,44697,69626,101630,130177
1400000US53041972000,53041972000,"Census Tract 9720, Lewis County, Washington",16126,30777,40792,55544,112599,187220
1400000US53043960100,53043960100,"Census Tract 9601, Lincoln County, Washington",16780,37296,56303,81105,144790,183746
1400000US53043960200,53043960200,"Census Tract 9602, Lincoln County, Washington",20023,41646,59156,94412,163671,217668
1400000US53043960300,53043960300,"Census Tract 9603, Lincoln County, Washington",13877,37150,56403,81584,152490,217697
1400000US53043960400,53043960400,"Census Tract 9604, Lincoln County, Washington",11001,27977,46776,76437,140485,208472
1400000US53045940000,53045940000,"Census Tract 9400, Mason County, Washington",9020,31210,48999,72639,126120,167200
1400000US53045960100,53045960100,"Census Tract 9601, Mason County, Washington",23955,39419,61239,88098,154423,216544
1400000US53045960200,53045960200,"Census Tract 9602, Mason County, Washington",8508,28312,49806,70482,120835,161543
1400000US53045960300,53045960300,"Census Tract 9603, Mason County, Washington",13452,30709,54398,88508,175279,271276
1400000US53045960400,53045960400,"Census Tract 9604, Mason County, Washington",18933,44309,65378,99928,194595,297954
1400000US53045960500,53045960500,"Census Tract 9605, Mason County, Washington",18409,43717,68630,92401,181031,274119
1400000US53045960600,53045960600,"Census Tract 9606, Mason County, Washington",20102,41345,65411,91770,187523,341162
1400000US53045960700,53045960700,"Census Tract 9607, Mason County, Washington",15069,28111,45241,66923,131209,189247
1400000US53045960800,53045960800,"Census Tract 9608, Mason County, Washington",6927,17908,31730,55723,135017,229283
1400000US53045960900,53045960900,"Census Tract 9609, Mason County, Washington",13454,31317,51225,83460,116994,144546
1400000US53045961000,53045961000,"Census Tract 9610, Mason County, Washington",14085,37194,64927,98267,182264,305500
1400000US53045961100,53045961100,"Census Tract 9611, Mason County, Washington",15507,38769,62268,87087,146868,203598
1400000US53045961200,53045961200,"Census Tract 9612, Mason County, Washington",20781,47363,76659,108761,183482,275875
1400000US53045961300,53045961300,"Census Tract 9613, Mason County, Washington",13128,31717,57450,88084,145805,223049
1400000US53047940100,53047940100,"Census Tract 9401, Okanogan County, Washington",10367,29443,49403,75361,148612,217398
1400000US53047940200,53047940200,"Census Tract 9402, Okanogan County, Washington",10256,23362,39385,55907,101204,143884
1400000US53047970300,53047970300,"Census Tract 9703, Okanogan County, Washington",9505,24377,40787,60138,99843,135745
1400000US53047970400,53047970400,"Census Tract 9704, Okanogan County, Washington",11206,23386,39158,66600,129858,173395
1400000US53047970500,53047970500,"Census Tract 9705, Okanogan County, Washington",19713,36800,49412,71228,164687,332151
1400000US53047970600,53047970600,"Census Tract 9706, Okanogan County, Washington",12509,27222,51002,81634,158774,239594
1400000US53047970700,53047970700,"Census Tract 9707, Okanogan County, Washington",7672,25302,45963,65820,124598,187870
1400000US53047970800,53047970800,"Census Tract 9708, Okanogan County, Washington",13102,34189,51623,69345,138542,225342
1400000US53047970900,53047970900,"Census Tract 9709, Okanogan County, Washington",16204,39133,60896,86840,181636,293864
1400000US53047971000,53047971000,"Census Tract 9710, Okanogan County, Washington",14648,33570,54778,79858,168671,316972
1400000US53049950200,53049950200,"Census Tract 9502, Pacific County, Washington",13057,34454,53427,76038,126405,170514
1400000US53049950300,53049950300,"Census Tract 9503, Pacific County, Washington",10948,25862,41968,63712,123378,178396
1400000US53049950400,53049950400,"Census Tract 9504, Pacific County, Washington",15841,37215,56097,93459,142303,198669
1400000US53049950500,53049950500,"Census Tract 9505, Pacific County, Washington",16238,28767,46543,80412,159645,218461
1400000US53049950600,53049950600,"Census Tract 9506, Pacific County, Washington",3008,17108,29880,54958,100145,138873
1400000US53049950700,53049950700,"Census Tract 9507, Pacific County, Washington",3407,22713,44557,58194,137205,250695
1400000US53049950800,53049950800,"Census Tract 9508, Pacific County, Washington",11477,22894,43517,76716,136334,221940
1400000US53049990100,53049990100,"Census Tract 9901, Pacific County, Washington",-,-,-,-,-,-
1400000US53051970100,53051970100,"Census Tract 9701, Pend Oreille County, Washington",14145,33720,46743,82219,186029,309835
1400000US53051970200,53051970200,"Census Tract 9702, Pend Oreille County, Washington",16945,34672,51493,73482,158338,244539
1400000US53051970300,53051970300,"Census Tract 9703, Pend Oreille County, Washington",7017,23423,41471,69046,124659,183782
1400000US53051970400,53051970400,"Census Tract 9704, Pend Oreille County, Washington",10963,29358,52630,75587,153090,227130
1400000US53051970500,53051970500,"Census Tract 9705, Pend Oreille County, Washington",20658,42232,57303,87913,157800,219642
1400000US53053060200,53053060200,"Census Tract 602, Pierce County, Washington",28952,61819,92421,131112,227133,297151
1400000US53053060300,53053060300,"Census Tract 603, Pierce County, Washington",21158,55070,84133,125773,299644,610151
1400000US53053060400,53053060400,"Census Tract 604, Pierce County, Washington",32878,71311,102204,153766,318169,502825
1400000US53053060500,53053060500,"Census Tract 605, Pierce County, Washington",29876,77874,124657,174161,358407,621208
1400000US53053060600,53053060600,"Census Tract 606, Pierce County, Washington",18386,46681,78080,120361,215374,322984
1400000US53053060700,53053060700,"Census Tract 607, Pierce County, Washington",22787,58757,96230,130636,195269,253513
1400000US53053060800,53053060800,"Census Tract 608, Pierce County, Washington",33938,69683,90520,122814,193460,238581
1400000US53053060903,53053060903,"Census Tract 609.03, Pierce County, Washington",14318,41547,69765,108239,236413,447323
1400000US53053060904,53053060904,"Census Tract 609.04, Pierce County, Washington",11276,39425,66277,89389,180562,334115
1400000US53053060905,53053060905,"Census Tract 609.05, Pierce County, Washington",16448,39741,65673,100500,280847,578026
1400000US53053060906,53053060906,"Census Tract 609.06, Pierce County, Washington",20298,43263,73229,106647,193140,305785
1400000US53053061001,53053061001,"Census Tract 610.01, Pierce County, Washington",19159,52596,84737,120764,254357,442806
1400000US53053061002,53053061002,"Census Tract 610.02, Pierce County, Washington",6431,22460,45611,79983,165092,293472
1400000US53053061100,53053061100,"Census Tract 611, Pierce County, Washington",13241,36873,59520,95930,159207,221255
1400000US53053061200,53053061200,"Census Tract 612, Pierce County, Washington",14367,36409,67179,96462,192315,362572
1400000US53053061300,53053061300,"Census Tract 613, Pierce County, Washington",9932,29651,49819,80256,149743,209522
1400000US53053061400,53053061400,"Census Tract 614, Pierce County, Washington",6006,14665,25991,41704,98579,160531
1400000US53053061500,53053061500,"Census Tract 615, Pierce County, Washington",12977,34726,52865,79916,150066,224789
1400000US53053061601,53053061601,"Census Tract 616.01, Pierce County, Washington",5336,13302,31174,63069,156081,289969
1400000US53053061602,53053061602,"Census Tract 616.02, Pierce County, Washington",3312,25399,63990,92021,165554,258027
1400000US53053061700,53053061700,"Census Tract 617, Pierce County, Washington",18575,40535,62292,83223,152141,235249
1400000US53053061800,53053061800,"Census Tract 618, Pierce County, Washington",15629,42742,64330,85885,184322,338034
1400000US53053061900,53053061900,"Census Tract 619, Pierce County, Washington",9465,18937,42558,65341,209932,474392
1400000US53053062000,53053062000,"Census Tract 620, Pierce County, Washington",9414,31332,50669,76032,128532,173887
1400000US53053062300,53053062300,"Census Tract 623, Pierce County, Washington",20638,49333,69688,90824,145056,214352
1400000US53053062400,53053062400,"Census Tract 624, Pierce County, Washington",16346,40722,63151,86098,151440,210146
1400000US53053062500,53053062500,"Census Tract 625, Pierce County, Washington",23454,48607,69344,97829,167417,294926
1400000US53053062600,53053062600,"Census Tract 626, Pierce County, Washington",13187,29326,45097,68985,141395,256399
1400000US53053062801,53053062801,"Census Tract 628.01, Pierce County, Washington",10494,23553,37977,58087,126380,235279
1400000US53053062802,53053062802,"Census Tract 628.02, Pierce County, Washington",19664,48376,65891,86269,132758,175833
1400000US53053062900,53053062900,"Census Tract 629, Pierce County, Washington",16510,40290,57876,80552,174997,338645
1400000US53053063000,53053063000,"Census Tract 630, Pierce County, Washington",16569,40846,54852,75446,135453,177330
1400000US53053063100,53053063100,"Census Tract 631, Pierce County, Washington",12984,37853,64150,93570,188514,306123
1400000US53053063200,53053063200,"Census Tract 632, Pierce County, Washington",21754,47082,63399,85102,182237,354292
1400000US53053063300,53053063300,"Census Tract 633, Pierce County, Washington",13485,35680,57451,91782,156413,248002
1400000US53053063400,53053063400,"Census Tract 634, Pierce County, Washington",10583,28392,45447,66013,142739,241792
1400000US53053063501,53053063501,"Census Tract 635.01, Pierce County, Washington",8097,21929,46541,82664,131981,183089
1400000US53053063502,53053063502,"Census Tract 635.02, Pierce County, Washington",20269,35412,49345,69057,126933,168669
1400000US53053070100,53053070100,"Census Tract 701, Pierce County, Washington",27124,60325,86846,112281,164723,215151
1400000US53053070203,53053070203,"Census Tract 702.03, Pierce County, Washington",36252,73714,109169,135833,235030,354390
1400000US53053070204,53053070204,"Census Tract 702.04, Pierce County, Washington",24674,51959,80904,114800,248557,477404
1400000US53053070205,53053070205,"Census Tract 702.05, Pierce County, Washington",21801,49842,88830,130492,215546,356207
1400000US53053070206,53053070206,"Census Tract 702.06, Pierce County, Washington",29745,61151,90931,117162,203262,321152
1400000US53053070207,53053070207,"Census Tract 702.07, Pierce County, Washington",26067,57427,82079,117885,176974,209099
1400000US53053070307,53053070307,"Census Tract 703.07, Pierce County, Washington",25491,82916,122405,181820,610733,1569833
1400000US53053070308,53053070308,"Census Tract 703.08, Pierce County, Washington",29717,59558,84244,110735,176657,248648
1400000US53053070309,53053070309,"Census Tract 703.09, Pierce County, Washington",32680,61689,89376,118387,220229,356728
1400000US53053070310,53053070310,"Census Tract 703.10, Pierce County, Washington",22928,62354,95325,119748,177172,232061
1400000US53053070311,53053070311,"Census Tract 703.11, Pierce County, Washington",35274,72654,98737,130352,193726,238698
1400000US53053070312,53053070312,"Census Tract 703.12, Pierce County, Washington",52262,93172,120990,155423,262012,394225
1400000US53053070313,53053070313,"Census Tract 703.13, Pierce County, Washington",35249,71129,105647,151263,263317,478057
1400000US53053070314,53053070314,"Census Tract 703.14, Pierce County, Washington",54153,91418,116210,149942,291924,486313
1400000US53053070315,53053070315,"Census Tract 703.15, Pierce County, Washington",37190,78929,115765,160153,316830,570229
1400000US53053070316,53053070316,"Census Tract 703.16, Pierce County, Washington",34181,64786,102054,135054,257313,394349
1400000US53053070401,53053070401,"Census Tract 704.01, Pierce County, Washington",24356,55081,84026,128994,205088,271285
1400000US53053070403,53053070403,"Census Tract 704.03, Pierce County, Washington",30027,58801,71660,92759,156324,246433
1400000US53053070404,53053070404,"Census Tract 704.04, Pierce County, Washington",26833,69613,96128,124119,212713,322317
1400000US53053070703,53053070703,"Census Tract 707.03, Pierce County, Washington",23030,50520,76133,107969,187101,264914
1400000US53053071100,53053071100,"Census Tract 711, Pierce County, Washington",19876,43084,66298,103303,184162,235292
1400000US53053071205,53053071205,"Census Tract 712.05, Pierce County, Washington",23081,55371,86028,126723,272349,521233
1400000US53053071206,53053071206,"Census Tract 712.06, Pierce County, Washington",20629,47821,71038,112362,212536,356057
1400000US53053071207,53053071207,"Census Tract 712.07, Pierce County, Washington",15268,32761,56579,93941,186862,279535
1400000US53053071208,53053071208,"Census Tract 712.08, Pierce County, Washington",16703,37739,58461,85730,190226,357458
1400000US53053071209,53053071209,"Census Tract 712.09, Pierce County, Washington",36477,72716,104534,147317,240870,372820
1400000US53053071210,53053071210,"Census Tract 712.10, Pierce County, Washington",38170,80325,118796,165394,292190,439940
1400000US53053071304,53053071304,"Census Tract 713.04, Pierce County, Washington",18638,51963,69680,102080,187992,304353
1400000US53053071305,53053071305,"Census Tract 713.05, Pierce County, Washington",15081,40896,65510,93291,167058,231229
1400000US53053071306,53053071306,"Census Tract 713.06, Pierce County, Washington",21284,62334,85316,113172,203337,324257
1400000US53053071307,53053071307,"Census Tract 713.07, Pierce County, Washington",26931,56149,83337,112987,184699,250076
1400000US53053071309,53053071309,"Census Tract 713.09, Pierce County, Washington",29762,60458,82801,113590,184576,257103
1400000US53053071310,53053071310,"Census Tract 713.10, Pierce County, Washington",36928,68204,96742,126988,235634,362487
1400000US53053071403,53053071403,"Census Tract 714.03, Pierce County, Washington",15972,39979,67748,90141,163623,265248
1400000US53053071406,53053071406,"Census Tract 714.06, Pierce County, Washington",38127,67978,91844,120146,171498,239309
1400000US53053071407,53053071407,"Census Tract 714.07, Pierce County, Washington",26408,51009,80839,111052,206344,356263
1400000US53053071408,53053071408,"Census Tract 714.08, Pierce County, Washington",13140,41596,63160,93798,144477,186495
1400000US53053071409,53053071409,"Census Tract 714.09, Pierce County, Washington",13842,39667,57916,77862,113052,144953
1400000US53053071410,53053071410,"Census Tract 714.10, Pierce County, Washington",22671,52832,75663,108706,168287,227574
1400000US53053071411,53053071411,"Census Tract 714.11, Pierce County, Washington",22409,50144,74549,105058,193673,330702
1400000US53053071503,53053071503,"Census Tract 715.03, Pierce County, Washington",18509,38213,57695,82462,139133,194298
1400000US53053071504,53053071504,"Census Tract 715.04, Pierce County, Washington",6770,22910,47976,78602,127332,159977
1400000US53053071505,53053071505,"Census Tract 715.05, Pierce County, Washington",15732,39169,67426,99330,183329,302986
1400000US53053071506,53053071506,"Census Tract 715.06, Pierce County, Washington",24869,51831,73067,104536,187679,326975
1400000US53053071601,53053071601,"Census Tract 716.01, Pierce County, Washington",13961,35431,49484,70648,125966,187250
1400000US53053071602,53053071602,"Census Tract 716.02, Pierce County, Washington",8492,34779,56298,77385,142290,205528
1400000US53053071703,53053071703,"Census Tract 717.03, Pierce County, Washington",13103,30129,44737,60488,100016,136229
1400000US53053071704,53053071704,"Census Tract 717.04, Pierce County, Washington",14202,31056,43013,60099,102669,167604
1400000US53053071705,53053071705,"Census Tract 717.05, Pierce County, Washington",11872,28440,45799,66926,127862,216560
1400000US53053071706,53053071706,"Census Tract 717.06, Pierce County, Washington",12810,28529,46381,63034,109193,190226
1400000US53053071707,53053071707,"Census Tract 717.07, Pierce County, Washington",12467,38847,58188,78158,153358,257022
1400000US53053071803,53053071803,"Census Tract 718.03, Pierce County, Washington",10227,31638,45698,62176,115117,185168
1400000US53053071805,53053071805,"Census Tract 718.05, Pierce County, Washington",6188,21393,33192,48599,125338,206882
1400000US53053071806,53053071806,"Census Tract 718.06, Pierce County, Washington",5612,21060,29606,43851,118130,251156
1400000US53053071807,53053071807,"Census Tract 718.07, Pierce County, Washington",11270,27125,47296,64775,112955,175000
1400000US53053071808,53053071808,"Census Tract 718.08, Pierce County, Washington",13294,26067,43543,70941,116932,175150
1400000US53053071901,53053071901,"Census Tract 719.01, Pierce County, Washington",11337,28484,45784,77501,151873,229119
1400000US53053071902,53053071902,"Census Tract 719.02, Pierce County, Washington",26011,55117,89945,123951,289347,522464
1400000US53053072000,53053072000,"Census Tract 720, Pierce County, Washington",4598,21571,36045,54759,132772,277584
1400000US53053072105,53053072105,"Census Tract 721.05, Pierce County, Washington",32333,61216,89244,127786,177110,222122
1400000US53053072106,53053072106,"Census Tract 721.06, Pierce County, Washington",10478,34821,52340,69224,147092,241858
1400000US53053072107,53053072107,"Census Tract 721.07, Pierce County, Washington",26673,57877,82148,108885,248249,521115
1400000US53053072108,53053072108,"Census Tract 721.08, Pierce County, Washington",17099,46011,66642,93166,177118,312266
1400000US53053072109,53053072109,"Census Tract 721.09, Pierce County, Washington",32697,62195,90252,121960,250639,424628
1400000US53053072111,53053072111,"Census Tract 721.11, Pierce County, Washington",31127,61857,86322,123530,186016,236372
1400000US53053072112,53053072112,"Census Tract 721.12, Pierce County, Washington",24930,49813,67869,98157,164338,240177
1400000US53053072305,53053072305,"Census Tract 723.05, Pierce County, Washington",22436,48270,78401,103285,201157,338808
1400000US53053072307,53053072307,"Census Tract 723.07, Pierce County, Washington",18409,43649,70067,95125,165836,223964
1400000US53053072308,53053072308,"Census Tract 723.08, Pierce County, Washington",20638,50351,79436,122387,261588,443910
1400000US53053072309,53053072309,"Census Tract 723.09, Pierce County, Washington",20481,50182,74892,123710,341431,697619
1400000US53053072310,53053072310,"Census Tract 723.10, Pierce County, Washington",15384,42896,61933,93229,158118,209699
1400000US53053072311,53053072311,"Census Tract 723.11, Pierce County, Washington",12466,32551,49249,73085,164599,299897
1400000US53053072312,53053072312,"Census Tract 723.12, Pierce County, Washington",14433,40337,64515,112924,179164,232189
1400000US53053072313,53053072313,"Census Tract 723.13, Pierce County, Washington",30058,68949,93837,121553,198567,283138
1400000US53053072405,53053072405,"Census Tract 724.05, Pierce County, Washington",27706,74713,125106,176958,426743,744483
1400000US53053072406,53053072406,"Census Tract 724.06, Pierce County, Washington",24763,70405,109726,152462,266900,392971
1400000US53053072407,53053072407,"Census Tract 724.07, Pierce County, Washington",19278,42208,82377,116984,211318,355605
1400000US53053072408,53053072408,"Census Tract 724.08, Pierce County, Washington",23644,57230,92723,139597,289408,469683
1400000US53053072409,53053072409,"Census Tract 724.09, Pierce County, Washington",31065,69824,107287,160081,394208,757801
1400000US53053072410,53053072410,"Census Tract 724.10, Pierce County, Washington",32348,72650,111443,169795,310889,421917
1400000US53053072503,53053072503,"Census Tract 725.03, Pierce County, Washington",23130,56583,85170,122191,252052,372883
1400000US53053072504,53053072504,"Census Tract 725.04, Pierce County, Washington",25828,64476,103797,144994,338795,655449
1400000US53053072505,53053072505,"Census Tract 725.05, Pierce County, Washington",32480,65939,102001,168233,358915,650872
1400000US53053072506,53053072506,"Census Tract 725.06, Pierce County, Washington",28852,64766,102774,137538,298771,449969
1400000US53053072507,53053072507,"Census Tract 725.07, Pierce County, Washington",21775,51631,86824,145673,369501,712598
1400000US53053072601,53053072601,"Census Tract 726.01, Pierce County, Washington",30618,66664,91942,129299,190131,251075
1400000US53053072602,53053072602,"Census Tract 726.02, Pierce County, Washington",19805,46989,68684,105019,265780,551171
1400000US53053072603,53053072603,"Census Tract 726.03, Pierce County, Washington",14718,37302,55550,82315,187115,354836
1400000US53053072800,53053072800,"Census Tract 728, Pierce County, Washington",30589,65485,89417,114982,210592,337771
1400000US53053072901,53053072901,"Census Tract 729.01, Pierce County, Washington",23092,38591,57164,89594,150393,208541
1400000US53053072903,53053072903,"Census Tract 729.03, Pierce County, Washington",21001,45788,65382,80188,121232,157501
1400000US53053072905,53053072905,"Census Tract 729.05, Pierce County, Washington",20107,31786,40670,56237,116954,192373
1400000US53053072906,53053072906,"Census Tract 729.06, Pierce County, Washington",null,null,null,null,null,null
1400000US53053072907,53053072907,"Census Tract 729.07, Pierce County, Washington",20223,34740,43591,51725,80783,101755
1400000US53053073001,53053073001,"Census Tract 730.01, Pierce County, Washington",14360,50113,69634,103853,181378,259732
1400000US53053073005,53053073005,"Census Tract 730.05, Pierce County, Washington",16001,39975,65696,95520,213868,402178
1400000US53053073006,53053073006,"Census Tract 730.06, Pierce County, Washington",15705,49803,80926,119616,245864,472850
1400000US53053073108,53053073108,"Census Tract 731.08, Pierce County, Washington",28849,52954,77769,107337,171100,233402
1400000US53053073110,53053073110,"Census Tract 731.10, Pierce County, Washington",22120,66738,92776,130670,206154,283612
1400000US53053073111,53053073111,"Census Tract 731.11, Pierce County, Washington",21455,55794,84785,119132,218464,336343
1400000US53053073113,53053073113,"Census Tract 731.13, Pierce County, Washington",25120,53163,84257,124222,193636,289156
1400000US53053073114,53053073114,"Census Tract 731.14, Pierce County, Washington",18334,39728,62665,98072,171483,236841
1400000US53053073115,53053073115,"Census Tract 731.15, Pierce County, Washington",14187,50762,76379,121516,234805,408529
1400000US53053073116,53053073116,"Census Tract 731.16, Pierce County, Washington",30747,59804,97214,132055,221233,344788
1400000US53053073117,53053073117,"Census Tract 731.17, Pierce County, Washington",24516,57874,89283,121302,236658,400163
1400000US53053073118,53053073118,"Census Tract 731.18, Pierce County, Washington",24106,66695,88622,118661,189859,277786
1400000US53053073119,53053073119,"Census Tract 731.19, Pierce County, Washington",25465,55691,83638,114503,219453,378029
1400000US53053073120,53053073120,"Census Tract 731.20, Pierce County, Washington",21538,60927,84868,114565,171748,212883
1400000US53053073121,53053073121,"Census Tract 731.21, Pierce County, Washington",37559,71096,98997,122720,192210,246435
1400000US53053073122,53053073122,"Census Tract 731.22, Pierce County, Washington",30088,61437,89524,115870,223302,411463
1400000US53053073123,53053073123,"Census Tract 731.23, Pierce County, Washington",25356,73762,115367,155635,257598,391102
1400000US53053073124,53053073124,"Census Tract 731.24, Pierce County, Washington",31934,55000,80112,108275,175243,242661
1400000US53053073125,53053073125,"Census Tract 731.25, Pierce County, Washington",24798,58938,83278,115692,180007,225065
1400000US53053073126,53053073126,"Census Tract 731.26, Pierce County, Washington",41351,61881,86002,114486,156268,201080
1400000US53053073200,53053073200,"Census Tract 732, Pierce County, Washington",18442,43151,63961,91671,181810,291652
1400000US53053073301,53053073301,"Census Tract 733.01, Pierce County, Washington",16278,33570,51591,82574,173900,294264
1400000US53053073302,53053073302,"Census Tract 733.02, Pierce County, Washington",23145,54668,78356,109011,216237,373520
1400000US53053073404,53053073404,"Census Tract 734.04, Pierce County, Washington",19011,43053,67053,101985,196114,280664
1400000US53053073405,53053073405,"Census Tract 734.05, Pierce County, Washington",13619,38228,59932,81753,165401,249863
1400000US53053073406,53053073406,"Census Tract 734.06, Pierce County, Washington",27241,51174,78134,100653,206316,376266
1400000US53053073407,53053073407,"Census Tract 734.07, Pierce County, Washington",14965,40238,61132,86356,144550,180852
1400000US53053073408,53053073408,"Census Tract 734.08, Pierce County, Washington",19432,47424,74619,104904,182699,294640
1400000US53053073500,53053073500,"Census Tract 735, Pierce County, Washington",33358,68118,97998,135693,226027,318083
1400000US53053940001,53053940001,"Census Tract 9400.01, Pierce County, Washington",37342,89583,129363,172253,321517,495873
1400000US53053940002,53053940002,"Census Tract 9400.02, Pierce County, Washington",19959,51950,85468,124407,225273,324134
1400000US53053940003,53053940003,"Census Tract 9400.03, Pierce County, Washington",21011,48598,73693,105718,174470,256199
1400000US53053940004,53053940004,"Census Tract 9400.04, Pierce County, Washington",20058,56285,88316,129911,222724,352758
1400000US53053940005,53053940005,"Census Tract 9400.05, Pierce County, Washington",26268,60637,86096,118599,199878,291894
1400000US53053940006,53053940006,"Census Tract 9400.06, Pierce County, Washington",5017,12309,25630,55144,155772,311138
1400000US53053940007,53053940007,"Census Tract 9400.07, Pierce County, Washington",12372,36982,58192,84534,126975,160731
1400000US53053940008,53053940008,"Census Tract 9400.08, Pierce County, Washington",21346,56850,88701,125577,223827,345664
1400000US53053940009,53053940009,"Census Tract 9400.09, Pierce County, Washington",27304,58506,88479,131050,207051,254764
